epoch;dice_coeff;loss;val_dice_coeff;val_loss
0;0.7682966589927673;0.23170331120491028;0.839481770992279;0.16342471539974213
0;0.7616609930992126;0.2383391559123993;0.8257769346237183;0.17724695801734924
0;0.7882062792778015;0.2117939293384552;0.8051202893257141;0.19870124757289886
0;0.779630720615387;0.2203693836927414;0.8363685607910156;0.1668723225593567
0;0.7718355059623718;0.2281646430492401;0.8572913408279419;0.14519235491752625
0;0.7790936231613159;0.22090619802474976;0.7958873510360718;0.20867665112018585
0;0.785365641117096;0.21463438868522644;0.8325898051261902;0.17098507285118103
0;0.7888090014457703;0.211190864443779;0.8485249280929565;0.15424568951129913
0;0.780609667301178;0.21939024329185486;0.8606380820274353;0.1419294774532318
0;0.7848853468894958;0.21511468291282654;0.858492374420166;0.14407779276371002
0;0.7738623023033142;0.22613777220249176;0.8616289496421814;0.14082996547222137
0;0.7667882442474365;0.23321181535720825;0.8528317809104919;0.14962846040725708
0;0.7832146286964417;0.2167852371931076;0.8609751462936401;0.1416282057762146
0;0.7994792461395264;0.20052087306976318;0.8349179029464722;0.16852009296417236
0;0.7919676303863525;0.2080320566892624;0.8446170687675476;0.1582326591014862
0;0.7924916744232178;0.2075084000825882;0.8508874177932739;0.15193960070610046
0;0.7902271151542664;0.20977309346199036;0.8681440353393555;0.13425388932228088
0;0.7851242423057556;0.21487589180469513;0.8838117718696594;0.11800810694694519
0;0.7953057289123535;0.20469453930854797;0.8569396734237671;0.1456671953201294
0;0.7957708835601807;0.2042291760444641;0.852493166923523;0.15032152831554413
0;0.8022558689117432;0.19774426519870758;0.8318622708320618;0.17152807116508484
0;0.8080471158027649;0.19195277988910675;0.8687940239906311;0.13339005410671234
0;0.8211731910705566;0.17882660031318665;0.8576902747154236;0.144983172416687
0;0.8092766404151917;0.19072316586971283;0.8445479869842529;0.15842367708683014
0;0.8111189603805542;0.1888812631368637;0.844271183013916;0.15861666202545166
0;0.7950798869132996;0.20491968095302582;0.858470618724823;0.1438523232936859
0;0.8006349802017212;0.19936496019363403;0.8765676021575928;0.12523503601551056
